name,totalVoters,ballotsCast,voterTurnout,percentReporting,perdue,ossoff,loeffler,warnock,county,sosid
Forest Park 1,3710,912,24.58,2,153,756,159,752,Clayton,063FP1
Forest Park 2,2888,935,32.38,2,114,818,113,822,Clayton,063FP2
Forest Park 3,2898,865,29.85,2,140,721,138,726,Clayton,063FP3
Forest Park 4,1829,631,34.5,2,195,436,195,435,Clayton,063FP4
Forest Park 5,4030,1050,26.05,2,158,888,152,896,Clayton,063FP5
Forest Park 6,1486,520,34.99,2,164,354,161,357,Clayton,063FP6
Jonesboro 1,3305,1403,42.45,2,81,1321,77,1325,Clayton,063JB01
Jonesboro 2,4420,1875,42.42,2,74,1798,73,1802,Clayton,063JB02
Jonesboro 3,4169,1884,45.19,2,235,1645,229,1651,Clayton,063JB03
Jonesboro 4,2623,749,28.56,2,113,635,110,638,Clayton,063JB04
Jonesboro 5,2092,907,43.36,2,171,735,171,736,Clayton,063JB05
Jonesboro 6,2614,1604,61.36,2,657,947,656,945,Clayton,063JB06
Jonesboro 7,3227,1468,45.49,2,239,1228,235,1232,Clayton,063JB07
Jonesboro 8,4015,1191,29.66,2,67,1123,65,1126,Clayton,063JB08
Jonesboro 9,1806,500,27.69,2,75,423,74,426,Clayton,063JB09
Jonesboro 10,3465,1004,28.98,2,85,918,83,920,Clayton,063JB10
Jonesboro 11,3936,2000,50.81,2,334,1660,325,1670,Clayton,063JB11
Jonesboro 12,3153,1191,37.77,2,59,1131,61,1129,Clayton,063JB12
Jonesboro 13,2194,1028,46.86,2,86,941,86,942,Clayton,063JB13
Jonesboro 14,4158,2314,55.65,2,595,1716,589,1720,Clayton,063JB14
Jonesboro 15,2943,844,28.68,2,90,752,90,751,Clayton,063JB15
Jonesboro 16,2628,855,32.53,2,86,769,86,768,Clayton,063JB16
Jonesboro 17,3420,1173,34.3,2,64,1109,56,1116,Clayton,063JB17
Jonesboro 18,3351,1280,38.2,2,129,1149,128,1151,Clayton,063JB18
Jonesboro 19,3369,1374,40.78,2,79,1295,78,1296,Clayton,063JB19
Lake City,3313,1145,34.56,2,121,1023,119,1024,Clayton,063LC1
Lovejoy 1,4146,1981,47.78,2,205,1774,204,1775,Clayton,063LJ1
Lovejoy 2,3674,1474,40.12,2,134,1339,133,1340,Clayton,063LJ2
Lovejoy 3,1713,846,49.39,2,117,728,120,726,Clayton,063LJ3
Lovejoy 4,4231,2161,51.08,2,147,2007,146,2012,Clayton,063LJ4
Lovejoy 5,3540,1460,41.24,2,94,1364,92,1366,Clayton,063LJ5
Lovejoy 6,3777,1745,46.2,2,132,1609,128,1616,Clayton,063LJ6
Lovejoy 7,2895,1173,40.52,2,142,1029,141,1032,Clayton,063LJ7
Morrow 1,3384,1029,30.41,2,95,931,92,934,Clayton,063MO1
Morrow 2,2132,893,41.89,2,269,620,266,624,Clayton,063MO2
Morrow 3,2467,991,40.17,2,211,779,218,773,Clayton,063MO3
Morrow 4,2155,782,36.29,2,149,633,149,632,Clayton,063MO4
Morrow 5,3118,1514,48.56,2,123,1390,120,1392,Clayton,063MO5
Morrow 6,3085,1351,43.79,2,176,1173,177,1173,Clayton,063MO6
Morrow 7,2172,708,32.6,2,127,581,126,581,Clayton,063MO7
Morrow 8,3257,1560,47.9,2,86,1473,84,1474,Clayton,063MO8
Morrow 9,1527,613,40.14,2,73,540,70,542,Clayton,063MO9
Morrow 10,2377,1163,48.93,2,161,1002,160,1002,Clayton,063MO10
Morrow 11,2367,988,41.74,2,78,908,79,908,Clayton,063MO11
Oak 1,2665,923,34.63,2,23,899,21,900,Clayton,063OAK1
Oak 2,2021,616,30.48,2,25,591,25,591,Clayton,063OAK2
Oak 3,2766,786,28.42,2,20,763,21,764,Clayton,063OAK3
Oak 4,4338,1506,34.72,2,49,1457,48,1457,Clayton,063OAK4
Oak 5,1835,541,29.48,2,25,516,24,517,Clayton,063OAK5
Panhandle 1,2939,1636,55.67,2,122,1513,121,1515,Clayton,063PH1
Panhandle 2,3482,1755,50.4,2,280,1473,279,1474,Clayton,063PH2
Riverdale 1,2347,1247,53.13,2,70,1173,66,1179,Clayton,063RD01
Riverdale 2,3500,1333,38.09,2,40,1290,44,1286,Clayton,063RD02
Riverdale 3,3685,1565,42.47,2,79,1485,75,1486,Clayton,063RD03
Riverdale 4,4469,1545,34.57,2,127,1413,123,1419,Clayton,063RD04
Riverdale 5,3036,1187,39.1,2,78,1108,77,1110,Clayton,063RD05
Riverdale 6,3758,974,25.92,2,130,842,123,848,Clayton,063RD06
Riverdale 7,3085,812,26.32,2,114,698,115,697,Clayton,063RD07
Riverdale 8,2932,1541,52.56,2,126,1414,122,1416,Clayton,063RD08
Riverdale 9,2707,1086,40.12,2,101,983,103,981,Clayton,063RD09
Riverdale 10,3266,809,24.77,2,21,784,20,789,Clayton,063RD10
Riverdale 11,1900,918,48.32,2,37,877,35,881,Clayton,063RD11
Riverdale 12,3112,1365,43.86,2,70,1294,68,1293,Clayton,063RD12
Arabia,109,0,0.0,1,0,0,0,0,Clinch,065AB
Argyle,377,0,0.0,1,0,0,0,0,Clinch,065AG
Dupont,344,0,0.0,1,0,0,0,0,Clinch,065D
Fargo,268,0,0.0,1,0,0,0,0,Clinch,065F
Homerville,3288,536,16.3,2,381,152,377,158,Clinch,065H
Acworth 1A,0,1060,0.0,1,355,702,351,708,Cobb,067AC1A
Acworth 1B,0,652,0.0,1,254,397,253,398,Cobb,067AC1B
Acworth 1C,0,720,0.0,1,172,548,171,549,Cobb,067AC1C
Addison 01,0,576,0.0,1,228,347,227,348,Cobb,067AD01
Austell 1A,0,546,0.0,1,77,467,78,468,Cobb,067AU1A
Bells Ferry 02,0,481,0.0,1,177,304,173,308,Cobb,067BF02
Bells Ferry 03,0,337,0.0,1,96,240,94,243,Cobb,067BF03
Bells Ferry 04,0,640,0.0,1,229,411,229,410,Cobb,067BF04
Big Shanty 01,0,303,0.0,1,130,173,129,174,Cobb,067BG01
Big Shanty 02,0,585,0.0,1,216,368,213,369,Cobb,067BG02
Baker 01,0,645,0.0,1,163,481,161,484,Cobb,067BK01
Birney 01,0,517,0.0,1,171,346,167,350,Cobb,067BR01
Birney 02,0,815,0.0,1,212,603,204,611,Cobb,067BR02
Bryant 01,0,312,0.0,1,14,298,13,299,Cobb,067BT01
Bryant 02,0,561,0.0,1,23,538,23,537,Cobb,067BT02
Blackwell 01,0,516,0.0,1,152,364,150,365,Cobb,067BW01
Chattahoochee 01,0,752,0.0,1,121,631,116,636,Cobb,067CA01
Cheatham Hill 02,0,718,0.0,1,276,438,267,449,Cobb,067CH02
Cheatham Hill 03,0,818,0.0,1,326,490,322,495,Cobb,067CH03
Chalker 01,0,848,0.0,1,292,555,283,564,Cobb,067CK01
Clarkdale 01,0,310,0.0,1,101,209,102,208,Cobb,067CL01
Clarkdale 02,0,697,0.0,1,146,551,142,554,Cobb,067CL02
Cooper 01,0,662,0.0,1,132,530,130,531,Cobb,067CO01
Chestnut Ridge 01,0,624,0.0,1,265,359,254,370,Cobb,067CR01
Dickerson 01,0,680,0.0,1,284,395,278,401,Cobb,067DC01
Dobbins 01,0,259,0.0,1,53,206,54,205,Cobb,067DI01
Dobbins 02,0,415,0.0,1,53,361,51,363,Cobb,067DI02
Dowell 01,0,643,0.0,1,195,447,186,456,Cobb,067DL01
Dodgen 01,0,545,0.0,1,247,298,243,300,Cobb,067DO01
Durham 01,0,728,0.0,1,393,334,385,343,Cobb,067DU01
Davis 01,0,281,0.0,1,107,174,105,175,Cobb,067DV01
Eastside 01,0,774,0.0,1,318,455,308,462,Cobb,067EA01
Eastside 02,0,1179,0.0,1,505,673,484,693,Cobb,067EA02
Elizabeth 01,0,394,0.0,1,73,321,71,323,Cobb,067EL01
Elizabeth 02,0,512,0.0,1,221,291,210,302,Cobb,067EL02
Elizabeth 03,0,721,0.0,1,359,362,353,367,Cobb,067EL03
Elizabeth 04,0,491,0.0,1,144,347,137,354,Cobb,067EL04
Elizabeth 05,0,579,0.0,1,201,378,197,380,Cobb,067EL05
East Piedmont 01,0,485,0.0,1,143,342,137,347,Cobb,067EP01
Fair Oaks 02,0,861,0.0,1,197,664,191,667,Cobb,067FO02
Fair Oaks 04,0,566,0.0,1,154,411,152,414,Cobb,067FO04
Fullers Park 01,0,891,0.0,1,326,563,315,574,Cobb,067FP01
Ford 01,0,539,0.0,1,260,278,247,289,Cobb,067FR01
Frey 01,0,456,0.0,1,222,233,221,234,Cobb,067FY01
Garrison Mill 01,0,677,0.0,1,271,406,261,415,Cobb,067GM01
Gritters 01,0,821,0.0,1,320,500,312,508,Cobb,067GT01
Harmony-Leland 01,0,1132,0.0,1,118,1012,103,1027,Cobb,067HL01
Harrison 01,0,542,0.0,1,273,269,268,273,Cobb,067HR01
Hightower 01,0,1100,0.0,1,457,641,445,649,Cobb,067HT01
Hayes 01,0,667,0.0,1,319,348,317,350,Cobb,067HY01
Kennesaw 1A,0,307,0.0,1,112,195,111,196,Cobb,067KE1A
Kennesaw 2A,0,579,0.0,1,209,370,204,375,Cobb,067KE2A
Kennesaw 3A,0,990,0.0,1,263,726,257,732,Cobb,067KE3A
Kennesaw 4A,0,741,0.0,1,266,473,268,473,Cobb,067KE4A
Kennesaw 5A,0,833,0.0,1,222,608,215,616,Cobb,067KE5A
Kell 01,0,381,0.0,1,156,225,153,227,Cobb,067KL01
Kemp 01,0,362,0.0,1,202,158,199,163,Cobb,067KP01
Kemp 02,0,865,0.0,1,375,487,370,494,Cobb,067KP02
Kemp 03,0,574,0.0,1,308,266,299,275,Cobb,067KP03
Lassiter 01,0,681,0.0,1,276,404,265,412,Cobb,067LA01
Lindley 01,0,965,0.0,1,162,803,156,809,Cobb,067LI01
Lost Mountain 01,0,709,0.0,1,304,405,299,410,Cobb,067LM01
Lost Mountain 02,0,666,0.0,1,335,328,330,335,Cobb,067LM02
Lost Mountain 03,0,762,0.0,1,355,407,347,415,Cobb,067LM03
Lost Mountain 04,0,319,0.0,1,163,156,162,157,Cobb,067LM04
Mableton 01,0,987,0.0,1,233,754,225,761,Cobb,067MA01
Mableton 02,0,447,0.0,1,99,348,97,350,Cobb,067MA02
Mableton 03,0,584,0.0,1,221,363,217,367,Cobb,067MA03
Mableton 04,0,338,0.0,1,124,214,121,217,Cobb,067MA04
Mabry 01,0,322,0.0,1,155,167,150,172,Cobb,067MB01
Macland 01,0,733,0.0,1,118,614,113,619,Cobb,067MC01
Murdock 01,0,944,0.0,1,375,567,366,578,Cobb,067MD01
McEachern 01,0,817,0.0,1,249,568,250,567,Cobb,067ME01
McCleskey 01,0,295,0.0,1,118,177,114,180,Cobb,067MK01
McClure 01,0,476,0.0,1,217,258,211,265,Cobb,067ML01
Marietta 1A,0,534,0.0,1,131,402,126,408,Cobb,067MR1A
Marietta 2A,0,527,0.0,1,265,262,258,269,Cobb,067MR2A
Marietta 2B,0,805,0.0,1,294,509,283,521,Cobb,067MR2B
Marietta 3A,0,964,0.0,1,379,584,366,597,Cobb,067MR3A
Marietta 3B,0,334,0.0,1,41,293,41,293,Cobb,067MR3B
Marietta 4A,0,466,0.0,1,261,205,250,216,Cobb,067MR4A
Marietta 4B,0,477,0.0,1,181,296,177,298,Cobb,067MR4B
Marietta 4C,0,533,0.0,1,228,301,228,303,Cobb,067MR4C
Marietta 5A,0,623,0.0,1,149,473,141,482,Cobb,067MR5A
Marietta 5B,0,419,0.0,1,63,355,66,353,Cobb,067MR5B
Marietta 6A,0,296,0.0,1,57,239,55,241,Cobb,067MR6A
